dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/foot_50.pickle,900,"[4.4304943e-07 8.2303188e-07 2.4965121e-07 ... 2.4831246e-07 3.6689508e-07
 1.3508037e-07]",0.8458,29.3566,20.8824,2025-05-09 10:47:20
data/ct_data/foot_50.pickle,910,"[4.8163662e-07 2.6663827e-07 6.2282032e-07 ... 2.3850575e-07 5.4780992e-07
 2.3359941e-07]",0.8449,29.3662,20.8954,2025-05-09 10:47:54
data/ct_data/foot_50.pickle,920,"[1.1088512e-07 4.3015055e-07 1.6332172e-07 ... 4.0317988e-07 1.5806714e-07
 4.3396801e-07]",0.8455,29.3826,20.8937,2025-05-09 10:48:30
data/ct_data/foot_50.pickle,930,"[3.2094056e-07 2.7210552e-07 2.5139678e-07 ... 6.7312072e-07 3.1613428e-07
 1.3899096e-07]",0.8459,29.3812,20.8682,2025-05-09 10:49:06
data/ct_data/foot_50.pickle,940,"[2.5829439e-07 1.5046066e-07 5.7362570e-07 ... 1.6677390e-07 3.1961645e-07
 3.0360169e-07]",0.8457,29.4171,20.8688,2025-05-09 10:49:42
data/ct_data/foot_50.pickle,950,"[2.4477211e-07 2.1390562e-07 1.6944473e-07 ... 3.7412272e-07 8.8287358e-08
 8.3001180e-07]",0.846,29.3915,20.8918,2025-05-09 10:50:18
data/ct_data/foot_50.pickle,960,"[2.9320569e-07 6.0776136e-07 1.5835418e-07 ... 5.8446636e-07 2.9332338e-07
 6.1103566e-07]",0.846,29.4011,20.8476,2025-05-09 10:50:53
data/ct_data/foot_50.pickle,970,"[4.3875275e-07 1.0896918e-06 1.6285269e-07 ... 2.7828156e-07 1.1582452e-07
 2.0343011e-06]",0.8457,29.4021,20.8761,2025-05-09 10:51:29
data/ct_data/foot_50.pickle,980,"[3.0304716e-07 5.1660550e-07 2.1417839e-07 ... 2.9922754e-07 3.0906526e-07
 4.3211284e-07]",0.8453,29.396,20.9004,2025-05-09 10:52:05
data/ct_data/foot_50.pickle,990,"[3.1789779e-07 4.1273248e-07 9.1773222e-07 ... 2.1346443e-07 2.7093930e-07
 5.5232931e-07]",0.8454,29.3911,20.8771,2025-05-09 10:52:41
data/ct_data/foot_50.pickle,1000,"[5.4912806e-07 7.1611356e-07 1.4638994e-07 ... 1.3323940e-07 4.4397592e-07
 1.8722149e-07]",0.8458,29.3724,20.8574,2025-05-09 10:53:16
