dataset,epoch,loss,ssim,psnr,mse,timestamp
dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/jaw_50.pickle,105,"[8.8918461e-07 5.3869286e-07 6.0735874e-07 ... 8.6587335e-07 5.9638370e-07
 9.2972840e-07]",0.706,29.626,38.682,2025-05-02 13:37:13
data/ct_data/jaw_50.pickle,106,"[5.1124078e-07 4.9884034e-07 4.3989428e-07 ... 6.0945416e-07 6.9192788e-07
 4.5612330e-07]",0.711,29.575,37.27,2025-05-02 13:37:20
data/ct_data/jaw_50.pickle,107,"[5.0790709e-07 4.1146049e-07 2.9822084e-07 ... 5.2738767e-07 7.2146810e-07
 4.7001868e-07]",0.707,29.645,38.638,2025-05-02 13:37:27
data/ct_data/jaw_50.pickle,108,"[1.3517021e-06 3.8071573e-07 4.7947611e-07 ... 4.7749677e-07 2.3133563e-07
 5.3851073e-07]",0.712,29.614,37.096,2025-05-02 13:37:34
data/ct_data/jaw_50.pickle,109,"[5.1850805e-07 5.4259573e-07 9.4159446e-07 ... 7.3621595e-07 9.4588091e-07
 3.8086827e-07]",0.709,29.693,38.442,2025-05-02 13:37:41
data/ct_data/jaw_50.pickle,110,"[5.1013160e-07 3.1559227e-07 3.8957617e-07 ... 4.0962041e-07 6.9528954e-07
 6.2094261e-07]",0.713,29.609,37.103,2025-05-02 13:37:48
data/ct_data/jaw_50.pickle,111,"[5.0681541e-07 8.4612367e-07 5.6489858e-07 ... 6.4485192e-07 4.1982065e-07
 4.7269614e-07]",0.712,29.758,37.976,2025-05-02 13:38:00
data/ct_data/jaw_50.pickle,112,"[3.0316934e-07 6.6909365e-07 3.9562158e-07 ... 8.2815745e-07 1.0321161e-06
 8.8912600e-07]",0.714,29.641,36.915,2025-05-02 13:38:07
data/ct_data/jaw_50.pickle,113,"[3.9729159e-07 4.3098393e-07 1.1318429e-06 ... 3.7938830e-07 8.2814188e-07
 5.9126910e-07]",0.715,29.836,37.376,2025-05-02 13:38:14
data/ct_data/jaw_50.pickle,114,"[8.7343687e-07 5.7620031e-07 9.8112582e-07 ... 8.0544254e-07 5.6685928e-07
 5.3023808e-07]",0.718,29.766,36.355,2025-05-02 13:38:21
data/ct_data/jaw_50.pickle,115,"[4.9914803e-07 7.8869891e-07 5.9265426e-07 ... 4.1801923e-07 8.6648828e-07
 6.7852193e-07]",0.714,29.814,37.857,2025-05-02 13:38:28
data/ct_data/jaw_50.pickle,116,"[7.9216790e-07 3.6014740e-07 7.7066960e-07 ... 4.9823865e-07 3.5418915e-07
 7.0128306e-07]",0.718,29.781,36.4,2025-05-02 13:38:35
data/ct_data/jaw_50.pickle,117,"[5.5708500e-07 6.4073430e-07 6.9183994e-07 ... 5.0084594e-07 7.2393959e-07
 1.0910611e-06]",0.716,29.869,37.505,2025-05-02 13:38:42
data/ct_data/jaw_50.pickle,118,"[6.0349191e-07 3.8176481e-07 4.6264822e-07 ... 3.0804614e-07 7.5906456e-07
 6.0571961e-07]",0.72,29.818,36.271,2025-05-02 13:38:49
data/ct_data/jaw_50.pickle,119,"[4.3974379e-07 2.0978287e-07 8.5285740e-07 ... 7.1739976e-07 3.1447587e-07
 8.2461088e-07]",0.715,29.86,37.758,2025-05-02 13:38:56
data/ct_data/jaw_50.pickle,120,"[4.8089913e-07 5.1782172e-07 3.7106457e-07 ... 4.0554130e-07 8.2695158e-07
 6.9931662e-07]",0.72,29.814,36.221,2025-05-02 13:39:03
data/ct_data/jaw_50.pickle,121,"[5.9480874e-07 6.8394979e-07 3.4175187e-07 ... 7.9207848e-07 8.0159100e-07
 3.1001821e-07]",0.718,29.926,37.219,2025-05-02 13:39:15
data/ct_data/jaw_50.pickle,122,"[7.5042158e-07 7.7056723e-07 3.8700335e-07 ... 6.1204156e-07 3.6501723e-07
 3.7753207e-07]",0.721,29.838,36.167,2025-05-02 13:39:22
data/ct_data/jaw_50.pickle,123,"[5.6871596e-07 5.1201113e-07 7.9353265e-07 ... 5.3704184e-07 7.0631285e-07
 8.6705290e-07]",0.719,29.932,37.24,2025-05-02 13:39:29
data/ct_data/jaw_50.pickle,124,"[6.6969142e-07 4.3413027e-07 3.7355841e-07 ... 9.9684587e-07 6.0537639e-07
 4.4760804e-07]",0.721,29.823,36.186,2025-05-02 13:39:36
data/ct_data/jaw_50.pickle,125,"[6.9989466e-07 6.5229403e-07 7.7171450e-07 ... 7.0467706e-07 9.1411806e-07
 7.5379666e-07]",0.719,29.904,37.606,2025-05-02 13:39:43
data/ct_data/jaw_50.pickle,126,"[6.8020540e-07 4.5633988e-07 4.7459608e-07 ... 7.1906584e-07 3.8618163e-07
 4.0640302e-07]",0.724,29.924,35.81,2025-05-02 13:39:51
data/ct_data/jaw_50.pickle,127,"[5.6237872e-07 6.4391281e-07 5.1460620e-07 ... 4.0179927e-07 7.2830591e-07
 4.1268365e-07]",0.722,29.991,36.909,2025-05-02 13:39:58
data/ct_data/jaw_50.pickle,128,"[6.1337579e-07 7.9086158e-07 7.5417205e-07 ... 7.0573793e-07 5.6848620e-07
 5.0847240e-07]",0.725,29.94,35.745,2025-05-02 13:40:06
data/ct_data/jaw_50.pickle,129,"[4.1270519e-07 5.0911342e-07 5.4265882e-07 ... 8.6548937e-07 6.8995854e-07
 4.8014977e-07]",0.721,29.956,37.303,2025-05-02 13:40:13
data/ct_data/jaw_50.pickle,130,"[6.9437027e-07 4.7462225e-07 1.1093236e-06 ... 6.0893416e-07 7.2607230e-07
 4.3123705e-07]",0.726,29.984,35.587,2025-05-02 13:40:20
