dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/chest_50.pickle,110,"[3.8088245e-07 1.8221998e-07 3.3224759e-07 ... 3.1585884e-07 2.6290309e-07
 2.7060958e-07]",0.824,28.083,31.441,2025-05-04 03:28:11
data/ct_data/chest_50.pickle,111,"[3.5096753e-07 2.5131382e-07 3.6637621e-07 ... 2.5566345e-07 2.6482724e-07
 3.0515270e-07]",0.825,28.122,31.558,2025-05-04 03:46:15
data/ct_data/chest_50.pickle,112,"[3.1335821e-07 3.7788860e-07 2.0366774e-07 ... 3.1032644e-07 2.9363900e-07
 2.0072486e-07]",0.823,28.049,32.429,2025-05-04 03:48:08
data/ct_data/chest_50.pickle,113,"[3.3407576e-07 1.3764151e-07 1.8408745e-07 ... 2.9230114e-07 1.9893002e-07
 2.1515604e-07]",0.825,28.128,31.33,2025-05-04 03:50:04
data/ct_data/chest_50.pickle,114,"[5.5806811e-07 2.0765343e-07 1.2652391e-07 ... 1.7729957e-07 2.0967887e-07
 1.7567208e-07]",0.824,28.031,32.598,2025-05-04 03:52:03
data/ct_data/chest_50.pickle,115,"[7.88288901e-07 2.38373502e-07 2.03552503e-07 ... 1.02892706e-07
 3.44770854e-07 2.50264179e-07]",0.828,28.23,30.633,2025-05-04 03:54:05
data/ct_data/chest_50.pickle,116,"[3.4239417e-07 1.5875126e-07 1.6707099e-07 ... 1.5459989e-07 2.0476233e-07
 1.6318373e-07]",0.826,28.22,31.244,2025-05-04 03:56:02
data/ct_data/chest_50.pickle,117,"[4.4303127e-07 3.1905131e-07 2.6826422e-07 ... 2.6909336e-07 1.4273230e-07
 1.8031895e-07]",0.828,28.19,30.979,2025-05-04 03:57:59
data/ct_data/chest_50.pickle,118,"[3.1908149e-07 1.6335838e-07 2.2874866e-07 ... 2.5883048e-07 2.2903268e-07
 2.7160036e-07]",0.827,28.168,31.673,2025-05-04 03:59:55
data/ct_data/chest_50.pickle,119,"[2.3636063e-07 2.3515705e-07 2.0556716e-07 ... 2.2745995e-07 1.6198945e-07
 2.1963935e-07]",0.83,28.281,31.355,2025-05-04 04:01:52
data/ct_data/chest_50.pickle,120,"[1.6154492e-07 2.0350555e-07 7.3052576e-08 ... 3.0037526e-07 2.7408043e-07
 4.5028767e-07]",0.828,28.169,31.998,2025-05-04 04:03:49
data/ct_data/chest_50.pickle,121,"[1.4958097e-07 1.2607154e-07 1.2421923e-07 ... 3.0999050e-07 3.0606029e-07
 3.5323492e-07]",0.831,28.365,30.396,2025-05-04 04:05:54
data/ct_data/chest_50.pickle,122,"[2.3182531e-07 2.6261981e-07 1.9747893e-07 ... 9.8756516e-08 2.3217873e-07
 1.9437117e-07]",0.83,28.333,31.153,2025-05-04 04:07:52
data/ct_data/chest_50.pickle,123,"[1.8096698e-07 1.6569066e-07 3.0899585e-07 ... 2.6065771e-07 2.6805102e-07
 1.9754350e-07]",0.831,28.31,30.1,2025-05-04 04:09:49
data/ct_data/chest_50.pickle,124,"[1.8842981e-07 2.4661699e-07 2.1632526e-07 ... 1.5251183e-07 2.3962414e-07
 1.4112852e-07]",0.83,28.351,31.103,2025-05-04 04:11:46
data/ct_data/chest_50.pickle,125,"[2.7919967e-07 2.7097880e-07 3.2000767e-07 ... 1.3291064e-07 2.7187073e-07
 3.1346426e-07]",0.833,28.403,30.31,2025-05-04 04:13:43
data/ct_data/chest_50.pickle,126,"[2.1524784e-07 2.2921593e-07 1.6942413e-07 ... 1.1819347e-07 2.8812650e-07
 4.5564659e-07]",0.831,28.309,31.568,2025-05-04 04:15:40
data/ct_data/chest_50.pickle,127,"[2.5481904e-07 2.3687190e-07 1.7462636e-07 ... 3.0623676e-07 2.7371564e-07
 2.0689264e-07]",0.834,28.401,30.027,2025-05-04 04:17:37
data/ct_data/chest_50.pickle,128,"[3.8960076e-07 2.4332331e-07 3.2098299e-07 ... 3.0123365e-07 4.8442485e-07
 2.0365307e-07]",0.832,28.347,31.711,2025-05-04 04:19:36
data/ct_data/chest_50.pickle,129,"[1.8348973e-07 2.8235971e-07 1.7197571e-07 ... 6.9389195e-08 3.0043381e-07
 1.7556907e-07]",0.833,28.368,30.565,2025-05-04 04:21:33
data/ct_data/chest_50.pickle,130,"[2.1468546e-07 2.5361388e-07 2.5746047e-07 ... 1.6741231e-07 2.0191386e-07
 2.2162004e-07]",0.832,28.369,31.741,2025-05-04 04:23:30
data/ct_data/chest_50.pickle,131,"[4.7669386e-07 1.4345123e-07 2.5502396e-07 ... 1.2971884e-07 1.2872979e-07
 3.1134957e-07]",0.835,28.333,29.56,2025-05-04 04:25:34
data/ct_data/chest_50.pickle,132,"[2.3999394e-07 2.7306183e-07 1.9311216e-07 ... 1.9988552e-07 2.8727476e-07
 1.8032631e-07]",0.834,28.351,31.71,2025-05-04 04:27:32
